6.35030000e-002,-7.20000046e-004
6.35035000e-002,5.60000015e-004
6.35040000e-002,1.99999998e-004
6.35045000e-002,-3.20000027e-004
6.35050000e-002,7.60000024e-004
6.35055000e-002,9.60000034e-004
6.35060000e-002,3.99999903e-005
6.35065000e-002,3.60000005e-004
6.35070000e-002,1.99999998e-004
6.35075000e-002,5.60000015e-004
6.35080000e-002,-5.20000036e-004
6.35085000e-002,1.99999998e-004
6.35090000e-002,3.99999903e-005
6.35095000e-002,-1.16415322e-011
6.35100000e-002,-4.80000034e-004
6.35105000e-002,-1.20000017e-004
6.35110000e-002,4.00000007e-004
6.35115000e-002,-5.20000036e-004
6.35120000e-002,2.40000000e-004
6.35125000e-002,3.20000004e-004
6.35130000e-002,-2.80000025e-004
6.35135000e-002,-5.20000036e-004
6.35140000e-002,7.99999922e-005
6.35145000e-002,-3.60000029e-004
6.35150000e-002,3.99999903e-005
6.35155000e-002,1.59999996e-004
6.35160000e-002,1.99999998e-004
6.35165000e-002,-8.80000053e-004
6.35170000e-002,-2.80000025e-004
6.35175000e-002,-4.40000033e-004
6.35180000e-002,3.99999903e-005
6.35185000e-002,-3.60000029e-004
6.35190000e-002,6.00000017e-004
6.35195000e-002,4.00000007e-004
6.35200000e-002,-2.00000021e-004
6.35205000e-002,2.40000000e-004
6.35210000e-002,4.80000011e-004
6.35215000e-002,-2.00000021e-004
6.35220000e-002,-8.00000154e-005
6.35225000e-002,-4.00000031e-004
6.35230000e-002,-3.20000027e-004
6.35235000e-002,7.20000023e-004
6.35240000e-002,7.99999922e-005
6.35245000e-002,4.00000007e-004
6.35250000e-002,7.99999922e-005
6.35255000e-002,-4.00000135e-005
6.35260000e-002,-2.80000025e-004
6.35265000e-002,-3.60000029e-004
6.35270000e-002,7.99999922e-005
6.35275000e-002,-1.60000019e-004
6.35280000e-002,6.40000019e-004
6.35285000e-002,-2.40000023e-004
6.35290000e-002,7.99999922e-005
6.35295000e-002,-2.00000021e-004
6.35300000e-002,-2.80000025e-004
6.35305000e-002,1.19999994e-004
6.35310000e-002,1.59999996e-004
6.35315000e-002,-4.40000033e-004
6.35320000e-002,-2.40000023e-004
6.35325000e-002,-4.00000031e-004
6.35330000e-002,-1.16415322e-011
6.35335000e-002,-1.00000006e-003
6.35340000e-002,-8.00000154e-005
6.35345000e-002,-7.60000048e-004
6.35350000e-002,-4.00000135e-005
6.35355000e-002,-1.60000019e-004
6.35360000e-002,3.60000005e-004
6.35365000e-002,-2.80000025e-004
6.35370000e-002,-1.16415322e-011
6.35375000e-002,-2.00000021e-004
6.35380000e-002,3.20000004e-004
6.35385000e-002,-3.20000027e-004
6.35390000e-002,3.99999903e-005
6.35395000e-002,-6.40000042e-004
6.35400000e-002,2.40000000e-004
6.35405000e-002,-4.00000031e-004
6.35410000e-002,-8.00000154e-005
6.35415000e-002,3.60000005e-004
6.35420000e-002,5.20000013e-004
6.35425000e-002,3.20000004e-004
6.35430000e-002,1.19999994e-004
6.35435000e-002,-4.40000033e-004
6.35440000e-002,4.40000009e-004
6.35445000e-002,-6.40000042e-004
6.35450000e-002,3.60000005e-004
6.35455000e-002,8.40000028e-004
6.35460000e-002,4.80000011e-004
6.35465000e-002,1.19999994e-004
6.35470000e-002,-2.40000023e-004
6.35475000e-002,-7.60000048e-004
6.35480000e-002,-2.40000023e-004
6.35485000e-002,1.59999996e-004
6.35490000e-002,-1.16415322e-011
6.35495000e-002,5.20000013e-004
6.35500000e-002,3.20000004e-004
6.35505000e-002,-2.40000023e-004
6.35510000e-002,-8.00000050e-004
6.35515000e-002,7.99999922e-005
