500000.000,-70.889,-85.347,-84.139
502493.766,-71.762,-84.922,-84.389
504987.531,-71.256,-85.357,-85.360
507481.297,-70.621,-85.166,-84.311
509975.062,-71.858,-85.547,-84.266
512468.828,-71.112,-84.868,-85.405
514962.594,-71.609,-84.775,-85.412
517456.359,-71.025,-84.837,-85.370
519950.125,-70.838,-85.404,-85.170
522443.890,-70.417,-85.113,-84.990
524937.656,-71.674,-84.560,-85.231
527431.421,-70.153,-85.665,-85.425
529925.187,-69.216,-85.421,-85.357
532418.953,-66.991,-85.212,-84.989
534912.718,-68.964,-83.972,-84.899
537406.484,-70.833,-84.207,-84.790
539900.249,-70.073,-84.431,-85.289
542394.015,-70.832,-83.964,-85.223
544887.781,-71.114,-85.342,-85.113
547381.546,-71.692,-84.374,-84.774
549875.312,-72.752,-84.660,-84.722
552369.077,-71.445,-84.421,-85.415
554862.843,-72.208,-83.981,-85.410
557356.608,-70.150,-84.908,-85.174
559850.374,-69.014,-85.805,-85.718
562344.140,-70.049,-86.061,-84.653
564837.905,-70.862,-85.089,-84.422
567331.671,-68.161,-84.706,-85.592
569825.436,-71.895,-84.711,-85.870
572319.202,-70.626,-84.787,-85.667
574812.968,-71.257,-85.712,-85.525
577306.733,-72.436,-85.360,-84.716
579800.499,-72.008,-84.779,-84.660
582294.264,-70.299,-84.675,-85.425
584788.030,-71.611,-84.704,-85.298
587281.796,-71.753,-85.151,-85.352
589775.561,-69.894,-85.286,-85.780
592269.327,-72.083,-85.236,-85.273
594763.092,-70.614,-84.833,-84.270
597256.858,-70.829,-84.705,-84.265
599750.623,-70.498,-84.965,-84.786
602244.389,-71.307,-84.600,-84.541
604738.155,-70.095,-84.552,-84.086
607231.920,-71.959,-84.541,-84.025
609725.686,-69.505,-84.668,-84.973
612219.451,-70.619,-85.477,-84.488
614713.217,-72.092,-84.655,-84.791
617206.983,-70.776,-84.774,-84.712
619700.748,-70.267,-85.403,-84.544
622194.514,-70.810,-85.850,-84.764
624688.279,-68.859,-84.533,-85.204
627182.045,-70.198,-83.182,-85.520
629675.810,-69.116,-84.188,-85.535
632169.576,-69.066,-85.086,-84.916
634663.342,-71.405,-85.265,-83.958
637157.107,-70.563,-84.716,-84.259
639650.873,-72.139,-84.708,-85.598
642144.638,-71.587,-85.471,-83.632
644638.404,-71.148,-84.594,-84.185
647132.170,-69.799,-84.436,-85.226
649625.935,-72.476,-85.168,-85.037
652119.701,-68.438,-84.015,-85.019
654613.466,-70.618,-84.019,-85.210
657107.232,-68.217,-84.433,-85.533
659600.998,-71.237,-84.368,-85.339
662094.763,-71.799,-83.772,-85.591
664588.529,-68.678,-84.597,-85.284
667082.294,-71.629,-84.494,-84.716
669576.060,-70.622,-85.639,-84.240
672069.825,-71.407,-85.274,-84.823
674563.591,-72.288,-84.433,-84.719
677057.357,-72.097,-84.319,-83.773
679551.122,-71.700,-85.021,-84.305
682044.888,-70.201,-84.581,-85.136
684538.653,-72.862,-85.413,-85.094
687032.419,-70.653,-85.649,-85.538
689526.185,-71.020,-86.127,-84.536
692019.950,-71.993,-85.038,-84.317
694513.716,-69.938,-84.953,-84.237
697007.481,-74.923,-84.657,-84.710
699501.247,-71.889,-84.696,-85.516
701995.012,-72.584,-84.825,-84.116
704488.778,-71.645,-85.205,-84.135
706982.544,-73.221,-85.094,-85.198
709476.309,-71.578,-85.535,-85.011
711970.075,-70.854,-85.210,-84.777
714463.840,-70.819,-84.292,-85.082
716957.606,-70.191,-84.420,-84.605
719451.372,-72.334,-85.013,-85.389
721945.137,-70.896,-84.820,-85.512
724438.903,-71.802,-85.220,-85.908
726932.668,-72.288,-85.634,-85.711
729426.434,-72.525,-85.633,-85.222
731920.200,-72.235,-85.447,-84.253
734413.965,-72.479,-85.129,-85.444
736907.731,-71.686,-85.009,-85.531
739401.496,-69.141,-84.886,-85.710
741895.262,-71.984,-84.829,-84.892
744389.027,-72.375,-85.152,-84.832
746882.793,-73.002,-82.319,-85.194
749376.559,-73.072,-82.312,-85.342
751870.324,-73.813,-84.476,-85.009
754364.090,-73.005,-84.837,-85.092
756857.855,-71.596,-84.632,-85.090
759351.621,-72.855,-85.640,-84.764
761845.387,-72.920,-85.586,-84.426
764339.152,-69.577,-84.538,-84.763
766832.918,-70.386,-84.296,-85.000
769326.683,-73.123,-84.951,-85.256
771820.449,-73.542,-85.217,-85.828
774314.214,-72.678,-84.945,-85.833
776807.980,-73.691,-84.362,-85.572
779301.746,-72.012,-84.529,-85.905
781795.511,-73.616,-84.965,-85.783
784289.277,-72.424,-85.203,-85.707
786783.042,-74.066,-84.903,-84.955
789276.808,-72.011,-84.123,-85.506
791770.574,-74.291,-84.239,-85.563
794264.339,-72.851,-84.714,-84.632
796758.105,-73.303,-84.694,-84.535
799251.870,-71.096,-85.019,-84.360
801745.636,-74.152,-84.881,-85.060
804239.401,-73.736,-85.504,-85.446
806733.167,-74.109,-85.462,-85.575
809226.933,-71.493,-84.578,-85.655
811720.698,-73.355,-84.630,-84.467
814214.464,-73.252,-85.445,-84.891
816708.229,-73.463,-85.315,-84.509
819201.995,-73.041,-85.264,-85.068
821695.761,-73.555,-84.958,-83.761
824189.526,-74.828,-85.582,-84.334
826683.292,-74.492,-85.397,-85.272
829177.057,-73.836,-85.208,-85.775
831670.823,-74.337,-84.710,-84.872
834164.589,-74.416,-84.770,-85.265
836658.354,-74.088,-84.889,-84.935
839152.120,-73.849,-85.318,-84.681
841645.885,-73.587,-85.433,-84.352
844139.651,-74.750,-85.976,-84.632
846633.416,-74.311,-85.319,-84.053
849127.182,-74.444,-85.620,-85.058
851620.948,-73.053,-84.685,-84.944
854114.713,-73.362,-84.889,-84.222
856608.479,-74.351,-84.445,-85.309
859102.244,-75.136,-84.687,-84.454
861596.010,-73.256,-85.967,-84.889
864089.776,-75.965,-85.844,-84.751
866583.541,-73.342,-85.749,-84.930
869077.307,-74.288,-84.868,-85.180
871571.072,-75.088,-85.318,-85.577
874064.838,-73.749,-85.495,-86.246
876558.603,-75.318,-85.261,-86.085
879052.369,-73.655,-84.768,-85.179
881546.135,-74.194,-84.396,-84.932
884039.900,-75.481,-85.059,-84.153
886533.666,-75.205,-85.067,-83.999
889027.431,-76.114,-84.685,-85.145
891521.197,-74.817,-85.628,-85.263
894014.963,-73.437,-85.177,-85.192
896508.728,-75.802,-84.334,-84.824
899002.494,-76.148,-84.521,-85.766
901496.259,-75.949,-85.754,-85.185
